date,headline,ormas,sentiment,headline_stem,labels_5,x,y
2025-04-21 11:28:00,"Ini Peran 5 Pembakar Mobil Polisi di Depok, Ada Pengurus Ormas",Ormas Saja,Negative,ini peran 5 bakar mobil polisi di depok ada urus ormas,0,-1.0631499,11.375758
2025-04-18 08:15:00,Saweran ke DJ Nathalie Holscher di THM Sidrap Tuai Kecaman Ormas Islam,Ormas Islam,Negative,sawer ke dj nathalie holscher di thm sidrap tuai kecam ormas islam,4,2.8347833,5.6093125
2025-04-19 06:55:00,Video: Penangkapan Ketua Ormas yang Bikin Mobil Polisi Dibakar di Depok,Ormas Saja,Negative,video tangkap ketua ormas yang bikin mobil polisi bakar di depok,0,-1.1030506,12.238657
2025-03-03 20:32:00,Wamenaker Ungkap Problem yang Dihadapi Pabrik di RI: Proposal Ormas-ormas,Ormas Saja,Negative,wamenaker ungkap problem yang hadap pabrik di ri proposal ormas-ormas,0,2.7892,11.090929
2025-03-15 12:00:00,Ormas Preman yang Ganggu Investasi Bakal Ditindak,Ormas Saja,Neutral,ormas preman yang ganggu investasi bakal tindak,0,3.3899066,12.310807
2025-04-17 13:00:00,Ormas Islam Minta Pemkab Sidrap Tertibkan THM Lokasi DJ Nathalie Disawer,Ormas Islam,Neutral,ormas islam minta pemkab sidrap tertib thm lokasi dj nathalie sawer,2,2.8423038,5.5736303
2024-12-25 19:11:00,Ulama LPOI Minta Pemerintah Turunkan Pajak,Ormas Saja,Neutral,ulama lpoi minta perintah turun pajak,3,3.9862158,11.409763
2024-12-25 19:00:00,"Kapolri Hadiri Silaturahmi Ormas-Halal Bihalal MUI, Bentuk Komitmen Ukhuwah Bangsa",Ormas Saja,Positive,kapolri hadir silaturahmi ormas-halal bihalal mui bentuk komitmen ukhuwah bangsa,4,2.3461547,5.7050266
2025-02-11 15:15:00,Premanisme Ormas Juga Ganggu Investasi di Jabar,Ormas Saja,Negative,preman ormas juga ganggu investasi di jabar,2,3.3673923,12.349872
2025-03-19 22:03:00,Pengusaha Ngeluh Banyak Ormas Minta THR,Ormas Saja,Negative,usaha ngeluh banyak ormas minta thr,3,2.9785104,11.121419
2025-03-20 09:00:00,"Heboh Ormas Minta THR, Pengusaha: Jangan Maksa!",Ormas Saja,Negative,heboh ormas minta thr usaha jangan maksa,2,2.7973561,10.907452
2025-01-14 23:20:00,"Ricuh Ormas di Blora, Polisi Turun Tangan",Ormas Saja,Negative,ricuh ormas di blora polisi turun tangan,0,-1.096113,11.169476
2025-01-15 06:45:00,Fakta-fakta Ricuh Ormas di Karangjati Blora,Ormas Saja,Negative,fakta ricuh ormas di karangjati blora,2,1.8830153,9.000408
2025-04-19 14:18:00,"Koster-Giri Hadiri Halal Bihalal Ormas Islam, Beberkan Program Prioritas",Ormas Islam,Positive,koster-giri hadir halal bihalal ormas islam kan program prioritas,4,2.8308258,4.9422913
2025-04-18 16:04:00,Video: Kronologi Mobil Polisi Dibakar Massa saat Penangkapan Pelaku Penganiayaan di Depok,Ormas Saja,Negative,video kronologi mobil polisi bakar massa saat tangkap laku aniaya di depok,0,-1.0784032,12.223904
2025-03-14 14:52:00,Pemerintah Akan Tindak Ormas Preman yang Ganggu Investasi,Ormas Saja,Neutral,perintah akan tindak ormas preman yang ganggu investasi,3,3.6593227,11.92735
2025-03-14 20:33:00,Polri Akan Tindak Tegas Premanisme Berkedok Ormas yang Ganggu Investasi,Ormas Saja,Neutral,polri akan tindak tegas preman kedok ormas yang ganggu investasi,3,3.371583,12.34803
2025-03-15 19:15:00,Wamenperin Ingatkan Oknum Ormas Tak Minta THR ke Pabrik!,Ormas Saja,Negative,wamenperin ingat oknum ormas tak minta thr ke pabrik,0,2.1190677,9.979037
2024-10-19 22:51:00,Potret Tasyakuran Relawan Jelang Pelantikan Prabowo-Gibran,Ormas Saja,Positive,potret tasyakur rawan jelang lantik prabowo-gibran,0,2.587619,9.519416
2025-03-15 16:03:00,"Alasan Izin Tambang untuk Ormas Agama, Bahlil: Jangan Cuma Konglomerat",Ormas Saja,Neutral,alas izin tambang untuk ormas agama bahlil jangan cuma konglomerat,4,1.1341746,5.9631352
2025-03-11 22:17:00,Menaker Buka Suara soal Aksi Ormas di Kawasan Industri,Ormas Saja,Neutral,menaker buka suara soal aksi ormas di kawasan industri,3,3.0515878,10.674641
2025-03-14 11:44:00,Pemerintah Akan Kumpulkan Data Ormas yang Ganggu Investasi,Ormas Saja,Neutral,perintah akan kumpul data ormas yang ganggu investasi,3,3.7580988,11.48985
2025-03-06 10:38:00,Asosiasi Leasing Ungkap Praktik Oknum Ormas Kuasai Kendaraan Belum Lunas,Ormas Saja,Negative,asosiasi leasing ungkap praktik oknum ormas kuasa kendara belum lunas,3,3.0307133,11.051378
2025-03-15 21:30:00,"Ogah Dipalak, Petugas Kabel Wi-Fi Dianiaya Anggota Ormas",Ormas Saja,Negative,ogah palak tugas kabel wi-fi aniaya anggota ormas,2,1.8952447,9.224514
2025-03-15 04:29:00,"Perusahaan Respons Aksi Ormas di Kawasan Industri, Minta Kepastian Hukum",Ormas Saja,Neutral,usaha respons aksi ormas di kawasan industri minta pasti hukum,3,3.6955392,11.839604
2025-03-04 16:00:00,Ormas di Lebak Bantah Serobot Lahan Petani untuk Bangun Sekret,Ormas Saja,Neutral,ormas di lebak bantah serobot lahan tani untuk bangun sekret,0,0.9257629,9.657998
2025-04-18 15:14:00,Video: Massa Bakar dan Rusak 3 Mobil Polisi yang Hendak Amankan Pelaku Penganiayaan di Depok,Ormas Saja,Negative,video massa bakar dan rusak 3 mobil polisi yang hendak aman laku aniaya di depok,0,-1.0203981,12.081734
2025-03-04 13:59:00,3 Bulan Petani Lebak Tak Garap Lahan Gegara Diserobot Ormas,Ormas Saja,Negative,3 bulan tani lebak tak garap lahan gegara serobot ormas,0,0.84234226,9.529818
2025-02-28 05:26:00,"Ormas Gerakan Rakyat Berdiri Bareng Anies, Golkar: Kita Tunggu Kiprahnya",Ormas Saja,Neutral,ormas gera rakyat diri bareng anies golkar kita tunggu kiprah,3,3.288166,10.221713
2025-02-28 09:25:00,Saat Anies Dijadikan Tokoh Inspirasi oleh Ormas Gerakan Rakyat,Ormas Saja,Positive,saat anies jadi tokoh inspirasi oleh ormas gera rakyat,3,3.4755526,10.420619
2024-10-01 15:55:00,Potret CT Bersama Pimpinan NU-Muhammadiyah Silaturahami ke PM Anwar Ibrahim,Nahdlatul Ulama (NU),Positive,potret ct sama pimpin nu-muhammadiyah silaturahami ke pm anwar ibrahim,4,3.3119817,6.0291734
2025-03-14 19:20:00,Mantan Ketua Ormas di Surabaya Ditangkap Terkait Pencabulan Anak,Ormas Saja,Negative,mantan ketua ormas di surabaya tangkap kait cabul anak,2,-1.6083924,9.364881
2025-02-27 15:25:00,"Anies Hadiri Deklarasi Ormas Gerakan Rakyat, Jadi Tokoh Inspirasi",Ormas Saja,Positive,anies hadir deklarasi ormas gera rakyat jadi tokoh inspirasi,3,3.4810886,10.4601755
2025-02-27 20:00:00,Respons Anies soal Ormas Gerakan Rakyat Berpotensi Jadi Parpol Pengusungnya,Ormas Saja,Neutral,respons anies soal ormas gera rakyat potensi jadi parpol usung,3,3.5996659,10.427353
2025-02-28 06:15:00,"Ormas Gerakan Rakyat Berdiri Bareng Anies, Ahok Punya Titipan Khusus",Ormas Saja,Negative,ormas gera rakyat diri bareng anies ahok punya titip khusus,3,3.344819,10.397826
2025-02-27 15:30:00,Ormas Gerakan Rakyat Jadi Parpol Pengusung di 2029? Anies: Kejauhan,Ormas Saja,Neutral,ormas gera rakyat jadi parpol usung di 2029 anies jauh,3,4.099591,10.605283
2024-12-20 20:20:00,Ormas Keagamaan Dilibatkan Amankan Nataru di Lamongan,Ormas Saja,Positive,ormas agama libat aman nataru di lamongan,0,1.0040909,9.782999
2025-03-02 17:43:00,PKS Tak Masalah Ormas Gerakan Rakyat Gunakan Warna Oranye: Monggo,Ormas Saja,Neutral,pks tak masalah ormas gera rakyat guna warna oranye monggo,3,3.0920293,10.32291
2025-03-25 08:40:00,Video: Viral Pria Ngaku Anggota Ormas Minta THR ke Tukang Cukur di Jaksel,Ormas Saja,Negative,video viral pria ngaku anggota ormas minta thr ke tukang cukur di jaksel,0,0.13851276,11.7737055
2025-03-03 13:50:00,"Merasa Lahan Diserobot Ormas, Kelompok Petani di Lebak Lapor Polisi",Ormas Saja,Negative,rasa lahan serobot ormas kelompok tani di lebak lapor polisi,0,-0.75023437,11.160608
2025-02-21 14:37:00,"Polisi Tepis Kabar Bentrok Ormas di Terminal Cikarang, Ini Faktanya",Ormas Saja,Neutral,polisi tepis kabar bentrok ormas di terminal cikarang ini fakta,0,-1.1935905,11.108492
2025-02-19 07:41:00,"Prabowo Ajak Ormas Agama Awasi Danantara, Muhammadiyah: Kita Sambut Gembira",Muhammadiyah,Positive,prabowo ajak ormas agama awas danantara muhammadiyah kita sambut gembira,4,2.916193,5.613506
2024-06-27 17:20:00,Diskusi Bahas RUU Polri untuk Perkuat Kinerja Institusi,Ormas Saja,Negative,diskusi bahas ruu polri untuk kuat kerja institusi,3,4.2295856,11.451019
2025-02-20 14:13:00,Ormas yang Ganggu Investasi di Jabar Bakal Dibasmi,Ormas Saja,Negative,ormas yang ganggu investasi di jabar bakal basmi,0,3.371928,12.289327
2025-02-21 15:00:00,Dedi Mulyadi ingin Berantas Premanisme dan Ormas Tak Jelas,Ormas Saja,Negative,dedi mulyadi ingin berantas preman dan ormas tak jelas,2,1.9211651,6.541594
2025-02-11 15:20:00,Kemenperin Benarkan Premanisme Ormas Jadi Sebab Investasi Terhambat,Ormas Saja,Negative,kemenperin benar preman ormas jadi sebab investasi hambat,3,3.3560205,12.367285
2025-02-13 15:41:00,"Hadiri Muktamar IDI, Yusril Jelaskan  Organisasi Profesi Berbeda dengan Ormas",Ormas Saja,Neutral,hadir muktamar idi yusril jelas organisasi profesi beda dengan ormas,3,2.8681684,11.082829
2025-02-14 17:34:00,Polda Metro Ajak Ormas Ciptakan Situasi Kondusif Jelang Ramadan,Ormas Saja,Positive,polda metro ajak ormas cipta situasi kondusif jelang ramadan,1,9.026221,8.977756
2025-02-11 09:53:00,Kemenperin Benarkan Premanisme Ormas Gagalkan Investasi Ratusan Triliun,Ormas Saja,Negative,kemenperin benar preman ormas gagal investasi ratus triliun,3,3.3698957,12.3831215
2025-02-10 14:15:00,"Investasi Ratusan Triliun Melayang Gegara Premanisme Ormas, BKPM Buka Suara",Ormas Saja,Negative,investasi ratus triliun layang gegara preman ormas bkpm buka suara,2,3.3616014,12.372633
2025-03-21 13:42:00,Video Menhub soal Ormas Larang Dirikan Posko Mudik: Serahkan ke Pemda-Polisi,Ormas Saja,Neutral,video menhub soal ormas larang diri posko mudik serah ke pemda-polisi,0,0.8420148,11.498207
2025-02-11 14:53:00,"Heboh Ormas Ganggu Investasi Ratusan Triliun, Rosan: Perlu Ada Diskusi",Ormas Saja,Negative,heboh ormas ganggu investasi ratus triliun ros perlu ada diskusi,3,2.926048,9.604953
2025-02-24 11:04:00,"Peluncuran Danantara Dihadiri Ketum Parpol, Ormas Agama hingga Tokoh Ekonomi",Ormas Saja,Positive,luncur danantara hadir tum parpol ormas agama hingga tokoh ekonomi,3,1.0940028,9.415648
2025-02-12 21:05:00,Festival Nonhalal di Solo Tetap Digelar Meski Ditolak Ormas,Ormas Saja,Neutral,festival nonhalal di solo tetap gelar meski tolak ormas,3,1.3659073,7.9740324
2024-05-27 10:05:00,Massa Beraksi Depan KPK Terkait Kuota Haji,Ormas Saja,Neutral,massa aksi depan kpk kait kuota haji,4,3.3215933,5.5880084
2025-03-10 16:39:00,Video Momen Wabup Garut Tegur Ormas Razia Warung saat Puasa,Ormas Saja,Negative,video momen wabup garut tegur ormas razia warung saat puasa,2,0.8639841,8.352677
2025-02-18 12:52:00,"RUU Minerba Disahkan, UMKM-Ormas Keagamaan Diprioritaskan Dapat Izin Tambang",Ormas Saja,Positive,ruu minerba sah umkm-ormas agama prioritas dapat izin tambang,3,4.215042,12.222453
2025-02-06 16:15:00,Pengusaha Surati Prabowo Keluhkan Ormas Minta Jatah di Kawasan Industri,Ormas Saja,Negative,usaha surati prabowo keluh ormas minta jatah di kawasan industri,2,2.9259152,11.069842
2025-02-19 07:36:00,"UMKM, Ormas, dan Koperasi Diprioritaskan Dapat Izin Usaha Tambang",Ormas Saja,Positive,umkm ormas dan koperasi prioritas dapat izin usaha tambang,0,2.0705273,10.1398
2025-02-12 13:52:00,"Ditolak Ormas, Gelaran Festival Nonhalal di Solo Tetap Digelar",Ormas Saja,Neutral,tolak ormas gelar festival nonhalal di solo tetap gelar,0,1.3807459,7.987381
2025-01-30 12:18:00,Bentrok Personel TNI dengan Ormas di Deli Serdang Berakhir Damai,Ormas Saja,Neutral,bentrok personel tni dengan ormas di deli serdang akhir damai,0,0.30127898,10.60449
2025-01-23 13:31:00,"Polemik Perlintasan Ciroyom, Ditutup KAI-Dibuka Sepihak Ormas",Ormas Saja,Negative,polemik lintas ciroyom tutup kai-dibuka pihak ormas,2,2.947835,8.096147
2025-03-21 09:25:00,Video: Pria Mengaku Anggota Ormas di Cikarang Ngamuk Larang Pendirian Posko Mudik,Ormas Saja,Negative,video pria aku anggota ormas di cikarang ngamuk larang diri posko mudik,2,0.87505376,11.349726
2025-01-22 11:51:00,"PBNU: Konsesi Tambang untuk Ormas Niat Baik Pemerintah, Pahalanya Banyak",Nahdlatul Ulama (NU),Positive,pbnu konsesi tambang untuk ormas niat baik perintah pahala banyak,3,3.627735,11.013993
2024-08-14 16:15:00,Tarik Tambang Ormas Agama,Ormas Saja,Negative,tarik tambang ormas agama,4,1.0886056,6.0475016
2025-01-22 14:35:00,Legislator PDIP ke NU-Muhammadiyah: Adilkah Ormas Diberi Prioritas Tambang?,Nahdlatul Ulama (NU),Neutral,legislator pdip ke nu-muhammadiyah adil ormas beri prioritas tambang,4,3.5656934,5.7228484
2023-11-17 17:23:00,Massa Bela Palestina Demo di Surabaya  Sasar Restoran Cepat Saji,Ormas Saja,Neutral,massa bela palestina demo di surabaya sasar restoran cepat saji,4,4.132033,3.216837
2025-03-22 16:20:00,Tanggapan Bima Arya soal Ormas Minta THR Jelang Lebaran,Ormas Saja,Negative,tanggap bima arya soal ormas minta thr jelang lebaran,2,1.1261312,9.520218
2025-01-18 18:22:00,Jawab Jokowi soal Isu Gibran Gabung Ormas Pendiri Golkar,Ormas Saja,Neutral,jawab jokowi soal isu gibran gabung ormas diri golkar,2,3.0890563,8.66541
2025-03-22 14:00:00,Penyebab Ormas Ngamuk hingga Buang Sampah di Kantor Dinkes Bekasi,Ormas Saja,Negative,sebab ormas ngamuk hingga buang sampah di kantor dinkes bekas,0,1.2931654,10.336016
2025-01-14 09:15:00,Video: Ormas Pemuda Pancasila Geruduk Markas GRIB di Blora,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,video ormas pemuda pancasila geruduk markas grib di blora,2,1.3175169,12.068144
2025-03-21 18:21:00,Polres Probolinggo Bentuk Satgas Antisipasi Premanisme Berkedok Ormas,Ormas Saja,Neutral,polres probolinggo bentuk satgas antisipasi preman kedok ormas,0,1.0098519,9.797438
2025-03-17 21:29:00,"Gangguan Ormas di Kawasan Industri, Waka MPR Minta Aparat Bertindak",Ormas Saja,Negative,ganggu ormas di kawasan industri waka mpr minta aparat tindak,0,-0.49150985,10.999574
2025-03-17 21:00:00,Video: Bupati Subang Akui Banyak Investor Urungkan Niat gegara Premanisme,Ormas Saja,Negative,video bupati subang aku banyak investor urung niat gegara preman,3,3.3434393,12.391428
2025-03-20 19:27:00,Video: Heboh Sekelompok Anggota LSM Ngamuk di Kantor Dinkes Kabupaten Bekasi,Ormas Saja,Negative,video heboh kelompok anggota lsm ngamuk di kantor dinkes kabupaten bekas,3,3.2851083,10.525482
2025-03-20 19:19:00,Kapolres Bogor Tegaskan Bakal Tindak Ormas Paksa Minta THR,Ormas Saja,Negative,kapolres bogor tegas bakal tindak ormas paksa minta thr,0,0.8175883,9.840299
2025-03-19 16:44:00,"Asosiasi Pembiayaan Keluhkan Aksi Ormas 'Preman', Ganggu Industri",Ormas Saja,Negative,asosiasi biaya keluh aksi ormas preman ganggu industri,3,3.0702593,11.158488
2023-09-19 18:59:00,LSI Rilis Hasil Survei Suara Ormas dan Partai Islam di Pilpres 2024,Ormas Saja,Neutral,lsi rilis hasil survei suara ormas dan partai islam di pilpres 2024,4,3.2312865,4.8006763
2025-03-17 15:59:00,Jurus Polda Jateng Berantas Premanisme Berkedok Ormas Jelang Lebaran,Ormas Saja,Neutral,jurus polda jateng berantas preman kedok ormas jelang lebaran,0,1.0058196,9.840268
2025-03-26 09:54:00,"Ada Oknum Ormas Minta THR, BKPM: Efeknya Negatif!",Ormas Saja,Negative,ada oknum ormas minta thr bkpm efek negatif,0,4.460399,8.013583
2025-01-13 12:27:00,Politikus NasDem Dukung Anies Dirikan Ormas: Supaya Warnanya Jelas,Ormas Saja,Neutral,politikus nasdem dukung anies diri ormas supaya warna jelas,3,2.980341,10.29626
2025-01-13 20:38:00,Ormas Pemuda Pancasila Geruduk Markas GRIB di Blora,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,ormas pemuda pancasila geruduk markas grib di blora,2,1.2924502,12.061089
2025-01-18 09:03:00,Kabar Spekulasi Gibran Merapat ke Ormas Pendiri Golkar,Ormas Saja,Neutral,kabar spekulasi gibran rapat ke ormas diri golkar,0,1.2718226,6.5583005
2025-03-19 18:24:00,"Video: Viral Ormas Minta THR ke Pengusaha, Ini Kata Wamenag",Ormas Saja,Negative,video viral ormas minta thr ke usaha ini kata wamenag,0,0.44350916,11.850791
2025-01-15 18:03:00,Polisi Selidiki Motif Bentrok Ormas PP Vs GRIB di Bandung,Pemuda Pancasila (PP),Negative,polisi selidik motif bentrok ormas pp vs grib di bandung,0,-1.141691,10.961925
2025-01-15 14:33:00,12 Orang Luka-luka dalam Bentrok 2 Ormas di Blora,Ormas Saja,Negative,12 orang luka dalam bentrok 2 ormas di blora,0,0.41428027,10.131773
2025-01-11 15:05:00,"Anies soal Bakal Luncurkan Ormas: Ada Kabar, Diumumkan",Ormas Saja,Neutral,anies soal bakal luncur ormas ada kabar umum,3,1.6557186,9.815678
2023-08-01 01:37:00,Momen Peringatan Hari Pattimura di Bogor,Ormas Saja,Neutral,momen ingat hari pattimura di bogor,2,1.5212976,9.049422
2025-01-15 15:10:00,Polisi Tangkap 19 Orang Buntut Bentrokan 2 Ormas di Blora,Ormas Saja,Negative,polisi tangkap 19 orang buntut bentrok 2 ormas di blora,0,-1.2612674,11.553598
2025-01-09 19:39:00,"Jubir Ungkap Anies Bakal Buat Ormas, Pendukung Ikut Dilibatkan",Ormas Saja,Neutral,jubir ungkap anies bakal buat ormas dukung ikut libat,0,1.5614632,9.690236
2025-01-15 10:21:00,Anggota 2 Ormas Bentrok di Blora hingga Mobil Rusak,Ormas Saja,Negative,anggota 2 ormas bentrok di blora hingga mobil rusak,0,0.97579,10.764729
2025-01-11 18:36:00,Video Anies soal Wacana Bentuk Ormas: Begitu Ada Kabar Diumumkan,Ormas Saja,Neutral,video anies soal wacana bentuk ormas begitu ada kabar umum,0,0.8979761,11.453496
2025-01-16 09:30:00,"Bentrok Ormas PP dan GRIB di Bandung, Ini 4 Faktanya",Pemuda Pancasila (PP),Negative,bentrok ormas pp dan grib di bandung ini 4 fakta,2,2.160353,10.056916
2025-01-09 08:55:00,Heboh Camat Asemrowo Digeruduk Ormas Dituding Sembunyikan Wanita,Ormas Saja,Negative,heboh camat asemrowo digeruduk ormas tuding sembunyi wanita,2,-0.9728849,9.786802
2024-12-23 18:37:00,Polisi Ungkap Bentrokan di Ciledug Dipicu Penurunan Bendera Ormas,Nahdlatul Ulama (NU),Negative,polisi ungkap bentrok di ciledug picu turun bendera ormas,0,-1.4324027,10.974395
2025-03-10 16:01:00,Video Momen Wabup Garut Tegur Ormas Razia Warung saat Puasa,Ormas Saja,Negative,video momen wabup garut tegur ormas razia warung saat puasa,2,0.8714887,8.338256
2024-12-23 13:06:00,Tahun Ini Ormas Keagamaan Dapat Jalur Khusus Kelola Tambang,Ormas Saja,Positive,tahun ini ormas agama dapat jalur khusus kelola tambang,0,1.0480255,9.697517
2025-03-19 19:28:00,"Video: Viral Ormas Minta THR ke Pengusaha, Ini Kata Wamenag",Ormas Saja,Negative,video viral ormas minta thr ke usaha ini kata wamenag,0,0.46396273,11.8820305
2024-12-20 14:00:00,Video: Polri Bakal Libatkan Ormas Amankan Gereja saat Natal,Ormas Saja,Positive,video polri bakal libat ormas aman gereja saat natal,3,-0.20511797,4.9813576
2023-07-17 16:47:00,"Peluncuran Buku ""Nilai-Nilai Kebajikan dalam Jamaah LDII""",Ormas Saja,Positive,luncur buku nilai kebaji dalam jamaah ldii,3,2.620381,9.788756
2025-01-15 17:19:00,"Video: Markas Ormas PP di Bandung Diserang, 6 Orang Luka",Pemuda Pancasila (PP),Negative,video markas ormas pp di bandung serang 6 orang luka,2,2.0140405,10.319901
2024-12-12 12:52:00,"Jelang Natal, Walkot Eri Libatkan Ormas Bantu Jaga Keamanan Gereja",Ormas Saja,Positive,jelang natal walkot eri libat ormas bantu jaga aman gereja,0,-0.1777563,5.010582
2024-12-10 15:30:00,Penyebab 2 Ormas Bentrok di Sergai hingga Markas Grib Dibakar,Gerakan Rakyat Indonesia Bersatu (GRIB),Negative,sebab 2 ormas bentrok di sergai hingga markas grib bakar,0,0.98237103,10.364169
2024-12-09 15:30:00,"Saling Lapor, Konflik Guru Ngaji dan Ormas Garut Masuk Pengadilan",Ormas Saja,Negative,saling lapor konflik guru ngaji dan ormas garut masuk adil,0,-0.00014342465,9.938778
2024-12-04 18:06:00,"Guru Ngaji Terlibat Pertikaian dengan Ormas di Garut, Ini Kronologinya",Ormas Saja,Negative,guru ngaji libat tikai dengan ormas di garut ini kronologi,2,1.4847788,9.048013
2024-12-02 23:14:00,Pj Walkot Pekanbaru Terjaring OTT Jabat Direktur Ormas di Kemendagri,Ormas Saja,Negative,pj walkot pekanbaru jaring ott jabat direktur ormas di kemendagri,2,4.040672,8.770616
